Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.5186764470925,0.517345073809445,b2836,b4382,b1241,b0351,b4069,b4384,b3708,b2297,b2458,b3617,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b2406,b0112,b2868,b0114,b2366,b2492,b0904,b1533,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.775954358748008,0.0890544712023934,b3399,b2502,b2744,b3708,b3008,b0871,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b3821,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.775954358748008,0.0890544711948545,b4382,b4384,b3708,b3008,b3752,b0871,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b2406,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b2835,b0494,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.77902738699611,0.0792151401705912,b3399,b2502,b2744,b3708,b3008,b0871,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b4381,b2406,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3821,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.573585731834588,0.0658059805750006,b2836,b4384,b3708,b3008,b3752,b0871,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b4381,b2406,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b4141,b1798,b3662,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.770936523630298,0.0884475172236051,b2836,b3399,b2744,b3708,b3008,b0871,b0160,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b4141,b1798,b4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.518572843634981,0.517692099536751,b4382,b1241,b0351,b4069,b4384,b3708,b3752,b2297,b2458,b3617,b2407,b2797,b3117,b1814,b4471,b3665,b2406,b0112,b0452,b3654,b3714,b3664,b0114,b2366,b2492,b0904,b1533,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.518678455426207,0.517333141836684,b3399,b1241,b0351,b4069,b2502,b2744,b3708,b2297,b2458,b3617,b1238,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b4381,b2406,b0112,b0452,b2868,b0114,b2366,b2492,b0904,b1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.712313827806649,0.103613017360322,b4382,b4069,b4384,b3708,b3008,b2297,b2458,b0030,b2407,b2388,b1982,b2688,b2797,b3117,b1814,b4471,b3565,b0261,b2406,b0114,b1539,b2492,b0904,b0591,b2578,b1533,b3927,b3821,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.77095082512107,0.0884802273126173,b2836,b3399,b2744,b3708,b3008,b0871,b0160,b1238,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b2342,b3845,b4381,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
