Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
4,0.359606707775709,0.145512303000532,PHATRDRAFT_49112,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_42245,,,
4,0.359606707775731,0.0184894306049847,PHATRDRAFT_20183,PHATRDRAFT_859,PHATRDRAFT_42245,PHATRDRAFT_44384,,,
4,0.359606707775641,0.01848943060498,PHATRDRAFT_20183,PHATRDRAFT_48078,PHATRDRAFT_23913,PHATRDRAFT_51245,,,
4,0.359606707775732,0.00296963883673301,PHATRDRAFT_54219,PHATRDRAFT_20183,PHATRDRAFT_36256,PHATRDRAFT_23913,,,
4,0.359606707775786,0.00296963883675615,PHATRDRAFT_36257,PHATRDRAFT_55035,PHATRDRAFT_23913,PHATRDRAFT_51245,,,
5,0.359606707775732,0.0184894306049847,PHATRDRAFT_55035,PHATRDRAFT_48078,PHATRDRAFT_20310,PHATRDRAFT_20445,PHATRDRAFT_23365,,
5,0.359606707775732,0.00296963883673301,PHATRDRAFT_54219,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_36256,PHATRDRAFT_23913,,
6,0.359606707775725,0.0184894306049843,PHATRDRAFT_42015,PHATRDRAFT_55192,PHATRDRAFT_55035,PHATRDRAFT_40430,PHATRDRAFT_859,PHATRDRAFT_23723,
7,0.35960670777573,0.145512303000563,PHATRDRAFT_draft976,PHATRDRAFT_49112,PHATRDRAFT_36257,PHATRDRAFT_20183,PHATRDRAFT_29016,PHATRDRAFT_20143,PHATRDRAFT_20310
7,0.359606707775946,0.0184894306049957,Phatr3_EG02215,PHATRDRAFT_20183,PHATRDRAFT_17720,PHATRDRAFT_859,PHATRDRAFT_20445,PHATRDRAFT_22019,PHATRDRAFT_51830
7,0.359606707775623,0.0184894306049791,PHATRDRAFT_54219,PHATRDRAFT_49112,PHATRDRAFT_13894,PHATRDRAFT_17401,PHATRDRAFT_40430,PHATRDRAFT_22803,PHATRDRAFT_859
