Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,
3,0.359606707775732,1.93759501454093,PHATRDRAFT_55126,PHATRDRAFT_draft18,PHATRDRAFT_15815,,,,,,,,,,,,,,,
4,0.359606707775784,0.692111411137845,PHATRDRAFT_55126,PHATRDRAFT_41969,PHATRDRAFT_859,PHATRDRAFT_draft18,,,,,,,,,,,,,,
6,0.359606707775653,1.93759501454014,PHATRDRAFT_55126,PHATRDRAFT_47667,PHATRDRAFT_33266,PHATRDRAFT_47239,PHATRDRAFT_49842,PHATRDRAFT_40433,,,,,,,,,,,,
8,0.359606707775732,3.23433700963528,PHATRDRAFT_30145,PHATRDRAFT_48983,Phatr3_EG02361,PHATRDRAFT_859,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_15536,,,,,,,,,,
10,0.359606707775729,3.44201208073462,PHATRDRAFT_27726,PHATRDRAFT_30145,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,PHATRDRAFT_42245,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,,,,,,,,
10,0.359606707775843,3.42732958124639,PHATRDRAFT_23467,PHATRDRAFT_12762,PHATRDRAFT_26290,PHATRDRAFT_22357,PHATRDRAFT_12331,PHATRDRAFT_11414,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,,,,,,,,
10,0.359606707775703,1.95740608365275,PHATRDRAFT_28191,Phatr3_EG02361,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_48078,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,Phatr3_EG02101,PHATRDRAFT_15536,,,,,,,,
10,0.359606707775731,0.861057451252792,PHATRDRAFT_800,PHATRDRAFT_26290,PHATRDRAFT_48983,PHATRDRAFT_31906,Phatr3_EG02361,PHATRDRAFT_12331,PHATRDRAFT_11414,PHATRDRAFT_35566,PHATRDRAFT_43697,PHATRDRAFT_51245,,,,,,,,
10,0.359606707775786,0.729330131918054,PHATRDRAFT_800,PHATRDRAFT_26290,PHATRDRAFT_31906,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_11414,PHATRDRAFT_52223,PHATRDRAFT_35566,PHATRDRAFT_43697,PHATRDRAFT_54528,,,,,,,,
11,0.35960670777573,0.902675308210936,PHATRDRAFT_27726,PHATRDRAFT_800,PHATRDRAFT_26290,PHATRDRAFT_32747,PHATRDRAFT_25308,Phatr3_EG02361,PHATRDRAFT_20310,PHATRDRAFT_12331,PHATRDRAFT_11414,PHATRDRAFT_22117,PHATRDRAFT_43697,,,,,,,
12,0.359606707775731,0.729330131926943,PHATRDRAFT_800,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_31906,PHATRDRAFT_draft348,PHATRDRAFT_50742,Phatr3_EG02361,PHATRDRAFT_12331,PHATRDRAFT_11414,PHATRDRAFT_22117,PHATRDRAFT_51970,PHATRDRAFT_43697,,,,,,
13,0.359606707775843,1.41127322176912,PHATRDRAFT_27726,PHATRDRAFT_30145,PHATRDRAFT_55192,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_48078,PHATRDRAFT_39914,PHATRDRAFT_48307,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_15536,,,,,
13,0.359606707775731,1.06830886719029,PHATRDRAFT_20342,PHATRDRAFT_800,PHATRDRAFT_30145,PHATRDRAFT_55192,Phatr3_EG02261,PHATRDRAFT_49601,PHATRDRAFT_48983,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_31906,Phatr3_EG02361,Phatr3_EG02569,PHATRDRAFT_43697,,,,,
13,0.359606707775731,0.959728261218915,PHATRDRAFT_27726,PHATRDRAFT_23467,PHATRDRAFT_800,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_32747,PHATRDRAFT_25308,Phatr3_EG02361,PHATRDRAFT_11414,Phatr3_EG02569,PHATRDRAFT_52223,PHATRDRAFT_23723,PHATRDRAFT_43697,,,,,
14,0.359606707775728,2.08141243179716,PHATRDRAFT_12762,PHATRDRAFT_21988,PHATRDRAFT_26290,PHATRDRAFT_48983,PHATRDRAFT_49339,PHATRDRAFT_50742,PHATRDRAFT_859,PHATRDRAFT_20310,PHATRDRAFT_11414,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_43697,PHATRDRAFT_15536,,,,
15,0.359606707775733,0.0983547595966079,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_800,PHATRDRAFT_30145,PHATRDRAFT_48983,PHATRDRAFT_31906,PHATRDRAFT_draft348,Phatr3_EG02361,PHATRDRAFT_1784,PHATRDRAFT_11414,PHATRDRAFT_1358,PHATRDRAFT_22117,PHATRDRAFT_8990,PHATRDRAFT_43697,,,
18,0.359606707775731,0.00187172611129194,Phatr3_EG02232,PHATRDRAFT_55126,PHATRDRAFT_36256,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_22357,PHATRDRAFT_43084,PHATRDRAFT_35594,PHATRDRAFT_15917,PHATRDRAFT_17226,PHATRDRAFT_50372,PHATRDRAFT_23913,PHATRDRAFT_12331,PHATRDRAFT_11414,Phatr3_EG02569,PHATRDRAFT_43697,PHATRDRAFT_draft18,PHATRDRAFT_49903
