Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.542289507074547,1.62273627519357,b4382,b1241,b0351,b4069,b4384,b3708,b2297,b2458,b3617,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b2406,b0112,b0114,b1539,b2492,b0904,b1533,b3821,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.542289507074447,1.62273627516265,b4382,b1241,b0351,b4069,b4384,b3708,b2297,b2458,b3617,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b2406,b0112,b0114,b2366,b2492,b0904,b1533,b3821,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.539920325314667,1.61560326549031,b2836,b4382,b1241,b0351,b4069,b4384,b3708,b3752,b2297,b2458,b3617,b2407,b1982,b2797,b3117,b1814,b4471,b0261,b2406,b0112,b0114,b1539,b2492,b0904,b1533,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.53992190624203,1.61556447835441,b4382,b1241,b0351,b4069,b4384,b3708,b3752,b2297,b2458,b2407,b1982,b2797,b3117,b1814,b4471,b3616,b3589,b0261,b2406,b0112,b0452,b0114,b2366,b2492,b0904,b1533,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.542289507074518,1.62273627519143,b3399,b1241,b0351,b4069,b2744,b3708,b2297,b2458,b3617,b0160,b1238,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b4381,b2406,b0112,b0114,b1539,b2492,b0904,b1533,b3821,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.542289507074489,1.62273627518021,b3399,b1241,b0351,b4069,b2502,b2744,b3708,b2297,b2458,b3617,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b2239,b0112,b3453,b0114,b2366,b2492,b0904,b1533,b2835,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.542289507074476,1.62273627517118,b3399,b1241,b0351,b4069,b2502,b2744,b3708,b3115,b1849,b2296,b3617,b1982,b2797,b3117,b1814,b4471,b3449,b4374,b0675,b2361,b2291,b0261,b2239,b0112,b0114,b2366,b2492,b0904,b1533,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.539920325314667,1.6156032654858,b2836,b1241,b0351,b4069,b4384,b2744,b3708,b2297,b2458,b3617,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b4374,b2361,b2291,b0261,b0411,b0112,b0114,b2366,b2492,b0904,b1533,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.447830462559597,1.02432964960402,b4382,b1241,b0351,b4069,b4384,b3708,b2297,b2458,b2925,b2097,b3617,b0030,b2407,b2690,b1982,b2797,b3117,b1814,b4471,b3945,b2406,b2868,b0114,b2366,b2492,b0904,b1533,b1511,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.542289507074504,1.6227362751836,b3399,b1241,b0351,b4069,b2502,b2744,b3708,b3115,b1849,b2296,b3617,b1238,b1982,b2797,b3117,b1814,b4471,b3449,b0675,b2361,b0261,b4381,b2406,b0112,b0114,b1539,b2492,b0904,b1533,b0494,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.471638841403334,1.41128462216379,b2836,b1241,b0351,b4069,b4384,b3708,b2297,b2458,b2779,b2926,b0030,b2407,b1238,b1982,b2797,b3117,b1814,b4471,b3616,b3589,b0261,b4381,b2406,b0112,b0114,b2366,b2492,b0904,b1533,b3662,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.542215249161054,1.62372754501171,b1241,b0351,b4069,b4384,b3708,b3752,b2297,b2458,b3617,b2407,b1238,b2797,b3117,b1814,b4471,b3449,b3665,b0261,b4381,b2406,b0112,b3654,b3714,b3664,b0114,b2366,b2492,b0904,b1533,b0494,b3662,,,,,,,,,,,,,,,,,,,,,,,,
