Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,
9,0.205652883639028,0.141096592587712,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,,,
9,0.205652883639028,0.141096592588874,YPO1384,YPO3949,YPO0253,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,,,
9,0.20532695108727,0.145944548889912,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,,,
9,0.205326951087284,0.145944548890695,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,,,
9,0.205652883639028,0.14109659258876,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,,,
10,0.20532695108727,0.145944548890327,YPO1384,YPO0253,YPO0460,YPO2288,YPO2824,YPO0440,YPO3358,YPO3418,YPO2567,YPO1171,,,
10,0.257987036796369,0.0465911689108855,YPO3335,YPO2264,YPO0348,YPO3992,YPO0347,YPO1108,YPO2288,YPO1965,YPO3358,YPO2559,,,
10,0.257987036796368,0.0465911689106573,YPO3335,YPO2264,YPO1962,YPO0348,YPO3992,YPO0347,YPO1108,YPO2288,YPO3358,YPO0439,,,
10,0.257987036796369,0.0465911689115321,YPO3335,YPO2264,YPO1962,YPO0348,YPO3992,YPO0347,YPO1108,YPO2288,YPO3358,YPO2559,,,
10,0.264381441612529,0.0345268943660253,YPO1962,YPO0348,YPO3992,YPO0347,YPO3725,YPO1108,YPO2288,YPO3516,YPO3358,YPO2559,,,
10,0.261634048531808,0.0343250789966958,YPO3335,YPO2264,YPO0348,YPO3992,YPO0347,YPO1108,YPO2288,YPO1965,YPO0436,YPO3358,,,
10,0.264381441612516,0.0345268943660413,YPO0348,YPO3992,YPO0347,YPO1963,YPO3725,YPO1108,YPO2288,YPO3516,YPO3358,YPO0439,,,
10,0.264381441612515,0.0345268943678594,YPO0348,YPO3992,YPO0347,YPO3725,YPO1108,YPO2288,YPO3516,YPO1966,YPO3358,YPO2559,,,
10,0.261634048531808,0.0343250789966958,YPO3335,YPO2264,YPO0348,YPO3992,YPO0347,YPO1963,YPO1108,YPO2288,YPO0436,YPO3358,,,
10,0.264381441612516,0.0345268943660413,YPO0348,YPO3992,YPO0347,YPO3725,YPO1108,YPO2288,YPO3516,YPO1966,YPO3358,YPO0439,,,
10,0.264381441612516,0.0345268943673505,YPO0348,YPO3992,YPO0347,YPO3725,YPO1108,YPO2288,YPO3516,YPO1966,YPO0440,YPO3358,,,
10,0.264381441612516,0.0345268943667305,YPO1962,YPO0348,YPO3992,YPO0347,YPO3725,YPO1108,YPO2288,YPO3516,YPO3358,YPO0439,,,
10,0.257987036796369,0.0465911689121086,YPO3335,YPO2264,YPO0348,YPO3992,YPO0347,YPO1963,YPO1108,YPO2288,YPO0440,YPO3358,,,
10,0.257987036796369,0.0465911689121086,YPO3335,YPO2264,YPO0348,YPO3992,YPO0347,YPO1108,YPO2288,YPO1964,YPO0440,YPO3358,,,
11,0.205326951087271,0.145944548889317,YPO1384,YPO0459,YPO0253,YPO2288,YPO2824,YPO0440,YPO3358,YPO2559,YPO3383,YPO3418,YPO2567,,
11,0.241306117622857,0.0794705502429371,YPO1384,YPO0793,YPO2157,YPO0461,YPO0253,YPO3285,YPO2824,YPO3358,YPO0920,YPO3418,YPO2567,,
11,0.241306117622899,0.0794705502463371,YPO1384,YPO2157,YPO0461,YPO0253,YPO3285,YPO2824,YPO3358,YPO3141,YPO3520,YPO3418,YPO2567,,
12,0.241306117622857,0.0794705502462048,YPO1384,YPO3949,YPO0253,YPO3285,YPO2824,YPO3358,YPO2074,YPO0920,YPO1389,YPO3418,YPO1133,YPO2567,
13,0.0839542704738915,0.0276490796663076,YPO1384,YPO0461,YPO0253,YPO1845,YPO2824,YPO1109,YPO3358,YPO3376,YPO3141,YPO3520,YPO1389,YPO3418,YPO2567
